cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","4000","16-AUG-23","150687.93","S","Database List Services","i360, LLC","1722336","N","E15EEC45A87464DB993D","202308179596585095","17-AUG-23","2024","","16-AUG-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","6000","16-AUG-23","150687.93","S","Text Advertising","The Big Red LLC","1722336","N","E2140AE4481B74FB7A36","202308179596585096","17-AUG-23","2024","","16-AUG-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","6999.96","16-AUG-23","150687.93","S","Text Advertising","Seven Hills Strategies","1722336","N","EBD8A1790296E48D28A1","202308179596585095","17-AUG-23","2024","","16-AUG-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","AR","00","P","REPUBLICAN PARTY","1500","16-AUG-23","38609.59","S","Radio Advertising","Jonseboro Radio Group (via In Kind From Ken Yarbrough)","1722618","N","EDAC45443F8C84BC8AEB","202308189596619090","18-AUG-23","2024","","17-AUG-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","AR","00","P","REPUBLICAN PARTY","2000","","38609.59","S","Ad Production - Radio","Alfano Communications","1722618","N","EBB6AF00C9DC04C0A9BA","202308189596619090","18-AUG-23","2024","","17-AUG-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","AR","00","P","REPUBLICAN PARTY","3500","16-AUG-23","38609.59","S","Radio Advertising","EAB Radio Networks (via In Kind from Ken Yarbrough)","1722618","N","E1B944B4C85DF49528F1","202308189596619088","18-AUG-23","2024","","17-AUG-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","20000","17-AUG-23","326212.93","S","Database List Services","i360, LLC","1722618","N","E6E4C9B5661E74A39990","202308189596619091","18-AUG-23","2024","","17-AUG-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","25525","16-AUG-23","326212.93","S","Media Placement","Pinpoint Media LLC","1722618","N","EAD9C0370D5304F4B8E0","202308189596619088","18-AUG-23","2024","","17-AUG-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","130000","17-AUG-23","326212.93","S","Text Advertising","The Big Red LLC","1722618","N","E295C71712D664B0F978","202308189596619091","18-AUG-23","2024","","17-AUG-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","AR","00","P","REPUBLICAN PARTY","1725.22","08-MAY-23","6725.22","S","Text Advertising","Preferred Communications","1705327","N","E0662B2E4427B45D787A","202305199581595596","19-MAY-23","2024","","23-APR-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","AR","00","P","REPUBLICAN PARTY","5000","08-MAY-23","6725.22","S","Ad Production","Rival Strategy Group LLC","1705327","N","E24C268DFEE404598B81","202305199581595596","19-MAY-23","2024","","23-APR-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","1102.6","09-MAY-23","5460.73","S","Ad Production","Rival Strategy Group LLC","1705327","N","E926566D8D6B04DD1BF8","202305199581595597","19-MAY-23","2024","","16-MAY-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","3913.26","19-MAY-23","9373.99","S","Text Advertising","Grassroots For You LLC","1705327","N","E6EE396D9BC2C471E8AA","202305199581595599","19-MAY-23","2024","","19-MAY-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","4358.13","19-MAY-23","5460.73","S","Text Advertising","Grassroots For You LLC","1705327","N","EF6AE9E7937D5410080D","202305199581595598","19-MAY-23","2024","","16-MAY-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","SC","00","P","REPUBLICAN PARTY","551.3","09-MAY-23","2386.28","S","Ad Production","Rival Strategy Group LLC","1705327","N","E890A6BD572694F83BC3","202305199581595598","19-MAY-23","2024","","16-MAY-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","SC","00","P","REPUBLICAN PARTY","1834.98","19-MAY-23","2386.28","S","Text Advertising","Grassroots For You LLC","1705327","N","E69EEC4F8481C4412AE3","202305199581595597","19-MAY-23","2024","","16-MAY-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","45000","18-AUG-23","486212.93","S","Text Advertising","Seven Hills Strategies","1723082","N","E6BE7D6AE7E9B40FA8B1","202308209596700150","20-AUG-23","2024","","18-AUG-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","115000","18-AUG-23","486212.93","S","Text Advertising","The Big Red LLC","1723082","N","EE42C84B63EC644B6804","202308209596700150","20-AUG-23","2024","","18-AUG-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","5000","06-JUN-23","172583.72","S","Ad Production","Rival Strategy Group LLC","1706907","N","EA19D9FB8ABBC4E6D974","202306099581781459","09-JUN-23","2024","","08-JUN-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","29925.83","09-JUN-23","172583.72","S","Text Advertising","Grassroots For You LLC","1706907","N","EF63B1D16259342E689A","202306099581781459","09-JUN-23","2024","","08-JUN-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","26019.4","","198603.12","S","Text Advertising","Grassroots For You LLC","1706931","N","E5472DF557D794C33A1F","202306119581781955","11-JUN-23","2024","","09-JUN-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","5982.58","27-JUN-23","38097.97","S","Text Advertising","Grassroots For You LLC","1709820","N","EF76D2A8A0CA1460ABB5","202307059582436162","05-JUL-23","2024","","26-JUN-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","75000","05-JUL-23","294849.47","S","Canvassing: Door-To-Door","Marquette Enterprises LLC","1709820","N","E03ABBF4BEA624528853","202307059582436162","05-JUL-23","2024","","05-JUL-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","4945.95","12-JUN-23","203549.07","S","Text Advertising","Grassroots For You LLC","1707478","N","EBD288D827654493BBCD","202306159582159570","15-JUN-23","2024","","10-JUN-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","9394.4","15-JUN-23","212943.47","S","Text Advertising","Grassroots For You LLC","1707478","N","E57EFD8B3F2BE4831940","202306159582159570","15-JUN-23","2024","","14-JUN-23"
"P40011850","Hutchinson, W. Asa","C00831552","AMERICA STRONG AND FREE ACTION INC.","P","IA","00","P","REPUBLICAN PARTY","6500","03-AUG-23","104597.97","S","Ad Production","Alfano Communications","1721134","N","EFFF9C45E203848DC991","202308079596498889","07-AUG-23","2024","","07-AUG-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","2144.4","01-SEP-23","505653.11","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1724249","N","SE.1","202309029596977111","02-SEP-23","2024","","31-AUG-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","6342.72","01-SEP-23","511995.83","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1724249","N","SE.3","202309029596977112","02-SEP-23","2024","","01-SEP-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","2429.4","20-NOV-23","3457684.66","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1736915","N","SE.2","202311219599359171","21-NOV-23","2024","","20-NOV-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","2598.24","17-NOV-23","3455255.26","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1736915","N","SE.1","202311219599359171","21-NOV-23","2024","","19-NOV-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","1278.84","09-DEC-23","3581893.18","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1738107","N","SE.2","202312099599432779","09-DEC-23","2024","","08-DEC-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","2107.92","07-DEC-23","3580614.34","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1738107","N","SE.1","202312099599432779","09-DEC-23","2024","","07-DEC-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","2713.56","09-DEC-23","2671339.11","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1738107","N","SE.3","202312099599432780","09-DEC-23","2024","","09-DEC-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","100","08-JUL-23","58392.46","S","MEDIA PRODUCTION","STRATEGIC MEDIA PLACEMENT INC.","1710867","N","SE.2","202307109582479484","10-JUL-23","2024","","08-JUL-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","100","15-JUL-23","58992.46","S","MEDIA PRODUCTION","STRATEGIC MEDIA PLACEMENT INC.","1710867","N","SE.4","202307109582479485","10-JUL-23","2024","","15-JUL-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","500","07-JUL-23","58292.46","S","MEDIA PLACEMENT","STRATEGIC MEDIA PLACEMENT INC.","1710867","N","SE.1","202307109582479484","10-JUL-23","2024","","08-JUL-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","500","07-JUL-23","58892.46","S","MEDIA PLACEMENT","STRATEGIC MEDIA PLACEMENT INC.","1710867","N","SE.3","202307109582479485","10-JUL-23","2024","","15-JUL-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","3904.2","04-JAN-24","3682277.94","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1741795","N","SE.1","202401059599978267","05-JAN-24","2024","","04-JAN-24"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","1435.8","18-DEC-23","3654436.62","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1740298","N","SE.1","202312209599672765","20-DEC-23","2024","","18-DEC-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","1814.52","19-DEC-23","3656251.14","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1740298","N","SE.2","202312209599672765","20-DEC-23","2024","","19-DEC-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","4395.96","03-JAN-24","3678373.74","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1741600","N","SE.1","202401049599972303","04-JAN-24","2024","","03-JAN-24"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","2125","10-APR-23","58296.6","S","MEDIA PRODUCTION","THE STRATEGY GROUP FOR MEDIA INC.","1697543","N","SE.4","202304129579869834","12-APR-23","2024","","10-APR-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","56171.6","05-APR-23","56171.6","S","MEDIA PLACEMENT","STRATEGIC MEDIA PLACEMENT INC.","1697543","N","SE.3","202304129579869834","12-APR-23","2024","","10-APR-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","2125","10-APR-23","40953.4","S","MEDIA PRODUCTION","THE STRATEGY GROUP FOR MEDIA INC.","1697543","N","SE.2","202304129579869833","12-APR-23","2024","","10-APR-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","38828.4","05-APR-23","38828.4","S","MEDIA PLACEMENT","STRATEGIC MEDIA PLACEMENT INC.","1697543","N","SE.1","202304129579869833","12-APR-23","2024","","10-APR-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","5747.04","10-NOV-23","2621590.59","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1735111","N","SE.1","202311129598986489","12-NOV-23","2024","","10-NOV-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","6804.48","10-NOV-23","2628395.07","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1735111","N","SE.2","202311129598986489","12-NOV-23","2024","","11-NOV-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","2465.16","10-JUL-23","61457.62","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1711631","N","SE.1","202307129582506923","12-JUL-23","2024","","10-JUL-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","755","22-JUL-23","97275.65","S","MEDIA PRODUCTION / MEDIA PLACEMENT","STRATEGIC MEDIA PLACEMENT INC.","1716886","N","SE.2","202307229584018996","22-JUL-23","2024","","20-JUL-22"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","755","22-JUL-23","66092.22","S","MEDIA PRODUCTION / MEDIA PLACEMENT","STRATEGIC MEDIA PLACEMENT INC.","1716886","N","SE.1","202307229584018996","22-JUL-23","2024","","20-JUL-22"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NV","00","P","REPUBLICAN PARTY","755","22-JUL-23","755","S","MEDIA PRODUCTION / MEDIA PLACEMENT","STRATEGIC MEDIA PLACEMENT INC.","1716886","N","SE.4","202307229584018997","22-JUL-23","2024","","20-JUL-22"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","SC","00","P","REPUBLICAN PARTY","755","22-JUL-23","755","S","MEDIA PRODUCTION / MEDIA PLACEMENT","STRATEGIC MEDIA PLACEMENT INC.","1716886","N","SE.3","202307229584018997","22-JUL-23","2024","","20-JUL-22"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","1925.88","25-AUG-23","1035545.03","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1723729","N","SE.1","202308279596847987","27-AUG-23","2024","","25-AUG-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","7400.12","13-SEP-23","2020823.72","S","PRINTING","CONVERSION CREATIVE","1726402","N","SE.5","202309209597209948","20-SEP-23","2024","","19-SEP-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","16987.49","15-SEP-23","2013423.6","S","MEDIA PRODUCTION","THE STRATEGY GROUP FOR MEDIA INC.","1726402","N","SE.3","202309209597209947","20-SEP-23","2024","","18-SEP-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","464690.62","12-SEP-23","1996436.11","S","MEDIA PLACEMENT","STRATEGIC MEDIA PLACEMENT INC.","1726402","N","SE.1","202309209597209946","20-SEP-23","2024","","18-SEP-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","2628.6","08-SEP-23","1564407.94","S","STICKERS","CONVERSION CREATIVE","1726402","N","SE.6","202309209597209948","20-SEP-23","2024","","19-SEP-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","16987.49","15-SEP-23","1561779.34","S","MEDIA PRODUCTION","THE STRATEGY GROUP FOR MEDIA INC.","1726402","N","SE.4","202309209597209947","20-SEP-23","2024","","18-SEP-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","463309.38","12-SEP-23","1544791.85","S","MEDIA PLACEMENT","STRATEGIC MEDIA PLACEMENT INC.","1726402","N","SE.2","202309209597209946","20-SEP-23","2024","","18-SEP-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","2394.24","28-OCT-23","3433973.62","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1733991","N","SE.1","202310309598885838","30-OCT-23","2024","","28-OCT-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","3748.8","28-OCT-23","3437722.42","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1733991","N","SE.2","202310309598885838","30-OCT-23","2024","","29-OCT-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","578.52","24-JUL-23","97854.17","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1717427","N","SE.1","202307259584036362","25-JUL-23","2024","","23-JUL-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","2063.64","10-AUG-23","328897.08","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1721595","N","SE.2","202308119596522835","11-AUG-23","2024","","10-AUG-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","25000","09-AUG-23","326833.44","S","MEDIA PLACEMENT","STRATEGIC MEDIA PLACEMENT INC.","1721595","N","SE.1","202308119596522835","11-AUG-23","2024","","09-AUG-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","1870.2","30-AUG-23","1043262.23","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1724112","N","SE.3","202308319596886704","31-AUG-23","2024","","30-AUG-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","5847","30-AUG-23","1041392.03","S","MEDIA PRODUCTION","THE STRATEGY GROUP FOR MEDIA INC.","1724112","N","SE.1","202308319596886703","31-AUG-23","2024","","29-AUG-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","8099.28","30-AUG-23","1051361.51","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1724112","N","SE.4","202308319596886704","31-AUG-23","2024","","31-AUG-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","3898","30-AUG-23","495034.55","S","MEDIA PRODUCTION","THE STRATEGY GROUP FOR MEDIA INC.","1724112","N","SE.2","202308319596886703","31-AUG-23","2024","","29-AUG-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","NH","00","P","REPUBLICAN PARTY","8474.16","30-AUG-23","503508.71","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1724112","N","SE.5","202308319596886705","31-AUG-23","2024","","31-AUG-23"
"P40011082","RAMASWAMY, VIVEK","C00833749","AMERICAN EXCEPTIONALISM PAC","P","IA","00","P","REPUBLICAN PARTY","2426.28","21-DEC-23","3663995.1","S","SMS MESSAGING","ENGAGEMENT STRATEGIES INC.","1740645","N","SE.3","202312229599923620","22-DEC-23","2024","","22-DEC-23"
